Database Name,Instance Number,Instance Name,Database Version,Cluster,Hostname,Host OS,Num CPUs,Server Memory (GB),DB Block Size,Begin Snap,Begin Time,End Snap,End Time,Elapsed Time (mins),DB Time (mins),Average Active Sessions,Busy Flag,Logical Reads/sec,Block Changes/sec,Read IOPS,Write IOPS,Redo IOPS,All Write IOPS,Total IOPS,Read Throughput (MiB/sec),Write Throughput (MiB/sec),Redo Throughput (MiB/sec),All Write Throughput (MiB/sec),Total Throughput (MiB/sec),DB CPU Time (s),DB CPU %DBTime,Wait Class User I/O Waits,Wait Class User I/O Time (s),Wait Class User I/O Latency (ms),Wait Class User I/O %DBTime,User Calls/sec,Parses/sec,Hard Parses/sec,Logons/sec,Executes/sec,Transactions/sec,Buffer Hit Ratio (%),In-Memory Sort Ratio (%),Log Switches (Total),Log Switches (Per Hour),Top5 Event1 Name,Top5 Event1 Class,Top5 Event1 Waits,Top5 Event1 Time (s),Top5 Event1 Average Time (ms),Top5 Event1 %DBTime,Top5 Event2 Name,Top5 Event2 Class,Top5 Event2 Waits,Top5 Event2 Time (s),Top5 Event2 Average Time (ms),Top5 Event2 %DBTime,Top5 Event3 Name,Top5 Event3 Class,Top5 Event3 Waits,Top5 Event3 Time (s),Top5 Event3 Average Time (ms),Top5 Event3 %DBTime,Top5 Event4 Name,Top5 Event4 Class,Top5 Event4 Waits,Top5 Event4 Time (s),Top5 Event4 Average Time (ms),Top5 Event4 %DBTime,Top5 Event5 Name,Top5 Event5 Class,Top5 Event5 Waits,Top5 Event5 Time (s),Top5 Event5 Average Time (ms),Top5 Event5 %DBTime,db file sequential read Waits,db file sequential read Time (s),db file sequential read Latency (ms),db file sequential read %DBTime,db file scattered read Waits,db file scattered read Time (s),db file scattered read Latency (ms),db file scattered read %DBTime,direct path read Waits,direct path read Time (s),direct path read Latency (ms),direct path read %DBTime,direct path write Waits,direct path write Time (s),direct path write Latency (ms),direct path write %DBTime,direct path read temp Waits,direct path read temp Time (s),direct path read temp Latency (ms),direct path read temp %DBTime,direct path write temp Waits,direct path write temp Time (s),direct path write temp Latency (ms),direct path write temp %DBTime,log file sync Waits,log file sync Time (s),log file sync Latency (ms),log file sync %DBTime,db file parallel write Waits,db file parallel write Time (s),db file parallel write Latency (ms),db file parallel write %DBTime,log file parallel write Waits,log file parallel write Time (s),log file parallel write Latency (ms),log file parallel write %DBTime,log file sequential read Waits,log file sequential read Time (s),log file sequential read Latency (ms),log file sequential read %DBTime,OS busy time,OS idle time,OS iowait time,OS sys time,OS user time,OS cpu wait time,OS resource mgr wait time,Data Guard Flag,Exadata Flag,Wait Class Admin Waits,Wait Class Admin Time (s),Wait Class Admin Latency (ms),Wait Class Admin %DBTime,Wait Class Application Waits,Wait Class Application Time (s),Wait Class Application Latency (ms),Wait Class Application %DBTime,Wait Class Cluster Waits,Wait Class Cluster Time (s),Wait Class Cluster Latency (ms),Wait Class Cluster %DBTime,Wait Class Commit Waits,Wait Class Commit Time (s),Wait Class Commit Latency (ms),Wait Class Commit %DBTime,Wait Class Concurrency Waits,Wait Class Concurrency Time (s),Wait Class Concurrency Latency (ms),Wait Class Concurrency %DBTime,Wait Class Configuration Waits,Wait Class Configuration Time (s),Wait Class Configuration Latency (ms),Wait Class Configuration %DBTime,Wait Class Network Waits,Wait Class Network Time (s),Wait Class Network Latency (ms),Wait Class Network %DBTime,Wait Class Other Waits,Wait Class Other Time (s),Wait Class Other Latency (ms),Wait Class Other %DBTime,Wait Class System I/O Waits,Wait Class System I/O Time (s),Wait Class System I/O Latency (ms),Wait Class System I/O %DBTime,Histogram <1ms db file sequential read,Histogram <2ms db file sequential read,Histogram <4ms db file sequential read,Histogram <8ms db file sequential read,Histogram <16ms db file sequential read,Histogram <32ms db file sequential read,Histogram <1s db file sequential read,Histogram >1s db file sequential read,Histogram <1ms log file parallel write,Histogram <2ms log file parallel write,Histogram <4ms log file parallel write,Histogram <8ms log file parallel write,Histogram <16ms log file parallel write,Histogram <32ms log file parallel write,Histogram <1s log file parallel write,Histogram >1s log file parallel write
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,7873,02/08/17 6:00,7874,02/08/17 6:30,29.97,826.72,27.5,N,1919396.7,17253.6,9673.3,772.3,184.4,956.7,10630,369.2,22.53,3.37,25.9,395.1,24039,48.5,18996252,22305,1.174,45,365.5,2088.9,10.6,9.3,12112.1,563.5,99.12,100,1,2,DB CPU,,,24K,,48.5,db file sequential read,User I/O,7484305,11.9K,1.58,23.9,read by other session,User I/O,2179556,4605.6,2.113,9.3,db file scattered read,User I/O,1040305,2582.3,2.482,5.2,direct path read,User I/O,754333,1648.1,2.185,3.3,7484305,11857,1.584,23.9,1040305,2582,2.482,5.2,754333,1648,2.185,3.3,245,0,0,0,28991,27,0.931,0.1,27690,55,1.986,0.1,212,3,14.151,0,182673,173,0.947,3.7,331772,535,1.613,11.6,4289,8,1.865,0.2,2764526,4290122,1166945,254535,2457015,,0,N,N,5,1,200,0,7602,553,72.744,1.1,2436236,1640,0.673,3.3,21513,183,8.506,0.4,482971,332,0.687,0.7,691,5,7.236,0,641269,395,0.616,0.8,575807,585,1.016,1.2,74122,35,0.472,0.1,51.6,34.1,9.6,2.8,1.4,0.5,0.1,0,79.9,12.9,2.3,1.7,1.4,1.2,0.6,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,7874,02/08/17 6:30,7875,02/08/17 7:00,30.02,736.65,24.5,N,2389566.5,18647.5,5526.5,825,180.1,1005.1,6531.6,259.36,19.85,3.65,23.5,282.86,24559,55.6,18161470,16026,0.882,36.3,381.3,1657.8,21.5,9.2,9135.8,641.5,99.48,100,1,2,DB CPU,,,24.6K,,55.6,db file sequential read,User I/O,6429950,10.6K,1.65,24,db file scattered read,User I/O,930852,2476.7,2.661,5.6,direct path read,User I/O,477053,1178.8,2.471,2.7,read by other session,User I/O,685788,1103.3,1.609,2.5,6429950,10603,1.649,24,930852,2477,2.661,5.6,477053,1179,2.471,2.7,288,1,3.472,0,24774,40,1.615,0.1,28220,70,2.481,0.2,273,3,10.989,0,188550,243,1.289,4.8,324190,709,2.187,14.1,22150,13,0.587,0.3,2862839,4197634,1036459,263928,2549954,,1,N,N,4,0,0,0,8780,124,14.123,0.3,2603511,2373,0.911,5.4,21198,216,10.19,0.5,657944,388,0.59,0.9,695,6,8.633,0,650741,93,0.143,0.2,625042,572,0.915,1.3,14607,16,1.095,0,57.4,29.2,7.8,2.8,1.7,0.8,0.2,0,72.9,16.4,3.1,2.5,2.2,1.8,1.1,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,7875,02/08/17 7:00,7876,02/08/17 7:30,30.1,643.68,21.3,N,1429324.1,19011.4,6022.5,937.5,178,1115.5,7138,222.59,21.54,3.71,25.25,247.84,20241,52.4,15384330,14508,0.943,37.6,718,1848.1,12,27.3,8936.8,576.9,99.26,100,2,3.99,DB CPU,,,20.2K,,52.4,db file sequential read,User I/O,6903398,11.5K,1.66,29.7,db file scattered read,User I/O,473214,1129.2,2.386,2.9,db file parallel read,User I/O,185895,823.8,4.432,2.1,enq: TX - row lock contention,Applicat,306,714.7,2335.621,1.9,6903398,11485,1.664,29.7,473214,1129,2.386,2.9,342263,639,1.867,1.7,372,1,2.688,0,37318,69,1.849,0.2,33679,91,2.702,0.2,229,6,26.201,0,162128,214,1.32,2.6,321538,610,1.897,7.3,14381,21,1.46,0.2,2392503,4677298,978426,238805,2096209,,0,N,N,2,0,0,0,8241,721,87.489,1.9,2271030,1589,0.7,4.1,79607,573,7.198,1.5,543500,430,0.791,1.1,856,15,17.523,0,1057902,85,0.08,0.2,768706,627,0.816,1.6,13758,23,1.672,0.1,63.9,26.4,5.8,1.7,1.1,0.8,0.4,0,78.5,15.7,1.5,1.2,1.1,1,1.1,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,7876,02/08/17 7:30,7877,02/08/17 8:00,30.1,732.07,24.3,N,1392698.4,20385.2,7390.3,1033.4,191.9,1225.3,8615.6,217.71,26.46,5.37,31.83,249.54,21504,49,20174314,19021,0.943,43.3,566.3,1699.3,14.6,9.7,9059.1,565.5,98.91,100,0,0,DB CPU,,,21.5K,,49,db file sequential read,User I/O,8131015,10.8K,1.33,24.7,read by other session,User I/O,2110399,4204.6,1.992,9.6,db file scattered read,User I/O,1073862,2244.2,2.09,5.1,db file parallel read,User I/O,358370,1125.5,3.141,2.6,8131015,10831,1.332,24.7,1073862,2244,2.09,5.1,209518,425,2.028,1,2759,4,1.45,0,43111,51,1.183,0.1,32600,79,2.423,0.2,137,1,7.299,0,148906,173,1.162,3.5,346872,624,1.799,12.7,352,1,2.841,0,2562506,4527865,1037737,279108,2230504,,0,N,N,1,0,0,0,10175,258,25.356,0.6,2960022,2159,0.729,4.9,45300,383,8.455,0.9,639166,358,0.56,0.8,741,6,8.097,0,1122330,118,0.105,0.3,659352,630,0.955,1.4,14093,11,0.781,0,70.4,22.8,3.6,1.4,1.1,0.5,0.1,0,75.1,16.6,3.1,1.7,1.5,1.2,0.8,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,7877,02/08/17 8:00,7878,02/08/17 8:30,30.12,835.39,27.7,N,1710117.2,20812.3,7903.6,962.8,205.4,1168.2,9071.8,353.97,27.76,4.07,31.83,385.8,23331,46.5,21773762,21844,1.003,43.6,578.7,2471.9,26.4,9.7,10836.5,713.7,99.17,100,1,1.99,DB CPU,,,23.3K,,46.5,db file sequential read,User I/O,8738533,13.6K,1.55,27.1,read by other session,User I/O,1367381,3434.8,2.512,6.9,db file scattered read,User I/O,953054,2322.4,2.437,4.6,direct path read,User I/O,683835,1622.9,2.373,3.2,8738533,13569,1.553,27.1,953054,2322,2.436,4.6,683835,1623,2.373,3.2,295,1,3.39,0,35031,40,1.142,0.1,31902,66,2.069,0.1,171,2,11.696,0,184426,229,1.242,4.1,370960,615,1.658,11.1,8826,21,2.379,0.4,2705413,4357834,1160321,266298,2384568,,0,N,N,1,0,0,0,52443,181,3.451,0.4,2845419,2714,0.954,5.4,42877,334,7.79,0.7,799810,1209,1.512,2.4,2176,10,4.596,0,1071820,169,0.158,0.3,858198,828,0.965,1.7,13230,10,0.756,0,61.7,27.3,6.4,2.3,1.4,0.7,0.2,0,77.3,16.9,1.7,1.2,1.1,1,0.7,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,7878,02/08/17 8:30,7879,02/08/17 9:00,29.65,678.54,22.8,N,1820151.2,23640.1,5412.7,937,181.9,1118.9,6531.6,172.95,24.07,4.46,28.53,201.48,24092,59.2,14353901,10949,0.763,26.9,1351.8,1758.1,39.3,9.5,11294.8,859.1,99.47,100,1,2.02,DB CPU,,,24.1K,,59.2,db file sequential read,User I/O,6765963,8853.6,1.309,21.7,gc buffer busy acquire,Cluster,310549,1557.8,5.016,3.8,db file scattered read,User I/O,475968,962.3,2.022,2.4,log file sync,Commit,50839,697.5,13.72,1.7,6765963,8854,1.309,21.7,475968,962,2.021,2.4,171130,382,2.232,0.9,223,0,0,0,41892,48,1.146,0.1,28337,62,2.188,0.2,233,4,17.167,0,160011,203,1.269,3.9,323773,670,2.069,12.7,6337,84,13.255,1.6,2802632,4184499,795649,264428,2488405,,0,N,N,1,0,0,0,885483,435,0.491,1.1,2636664,3310,1.255,8.1,50839,697,13.71,1.7,1061093,628,0.592,1.5,1075,18,16.744,0,2462032,188,0.076,0.5,735421,659,0.896,1.6,12110,18,1.486,0,78.9,15.5,2.4,1.3,1.1,0.7,0.2,0,70.9,20.5,2.7,1.9,1.6,1.4,1.1,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,7879,02/08/17 9:00,7880,02/08/17 9:30,30.1,813.05,27,N,1781782.1,21681.6,11548.4,956.5,197.5,1154,12702.4,372.58,24.05,4.17,28.22,400.8,24920,51.1,23229300,17697,0.762,36.3,1145.7,2123.8,32,9.9,11710.3,762.2,99.14,100,0,0,DB CPU,,,24.9K,,51.1,db file sequential read,User I/O,10005393,12.3K,1.23,25.2,direct path read,User I/O,1197148,2048.7,1.711,4.2,enq: TX - row lock contention,Applicat,6716,1666.1,248.079,3.4,db file parallel read,User I/O,463065,1665.9,3.598,3.4,10005393,12273,1.227,25.2,666612,1246,1.869,2.6,1197148,2049,1.712,4.2,260,1,3.846,0,51139,45,0.88,0.1,29186,50,1.713,0.1,77,0,0,0,187624,178,0.949,3.5,356492,556,1.56,10.8,,,,,2878056,4182236,1141825,287982,2526949,,0,N,N,,,,,607225,2123,3.496,4.4,2956518,2276,0.77,4.7,54383,420,7.723,0.9,901616,620,0.688,1.3,1952,8,4.098,0,2127441,173,0.081,0.4,730286,648,0.887,1.3,14918,12,0.804,0,69.5,23.9,4,1.4,0.9,0.4,0.1,0,77,16.7,2,1.5,1.3,1.1,0.5,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,7880,02/08/17 9:30,7881,02/08/17 10:00,29.91,733.05,24.5,N,1442576.6,22407.8,6321.3,929,178.5,1107.5,7428.8,264.68,29.15,4.28,33.43,298.11,25140,57.2,17175833,13008,0.757,29.6,1251.6,2346.7,86.8,9.5,12046.5,903.2,99.28,100,1,2.01,DB CPU,,,25.1K,,57.2,db file sequential read,User I/O,7265487,9818.5,1.351,22.3,gc buffer busy acquire,Cluster,398950,1435.8,3.599,3.3,db file scattered read,User I/O,530437,1151.1,2.17,2.6,direct path read,User I/O,538996,933,1.731,2.1,7265487,9819,1.351,22.3,530437,1151,2.17,2.6,538996,933,1.731,2.1,342,0,0,0,74701,104,1.392,0.2,29143,79,2.711,0.2,180,2,11.111,0,156983,177,1.128,3.1,320513,703,2.193,12.5,8850,30,3.39,0.5,2936043,4097593,915375,295287,2588456,,0,N,N,3,0,0,0,650528,713,1.096,1.6,2408053,3169,1.316,7.2,64178,667,10.393,1.5,1352337,812,0.6,1.8,1371,8,5.835,0,2325820,148,0.064,0.3,664094,526,0.792,1.2,11969,14,1.17,0,73.9,19,3.3,1.8,1.4,0.6,0.1,0,67.3,21,3.8,2.7,2.4,1.8,0.9,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,7881,02/08/17 10:00,7882,02/08/17 10:30,29.99,780.92,26,N,2270038.5,20773.3,6087.8,896.9,198.9,1095.8,7183.6,233.43,21.13,3.89,25.02,258.45,27631,59,16876719,11870,0.703,25.3,1090.9,2675,58.7,9.3,11606.3,869.8,99.52,100,1,2,DB CPU,,,27.6K,,59,db file sequential read,User I/O,6573375,8665.1,1.318,18.5,enq: TX - row lock contention,Applicat,11952,2462.2,206.007,5.3,gc buffer busy acquire,Cluster,203681,1613.9,7.924,3.4,db file scattered read,User I/O,562556,1263.4,2.246,2.7,6573375,8665,1.318,18.5,562556,1263,2.245,2.7,467106,840,1.798,1.8,340,0,0,0,33433,35,1.047,0.1,28576,47,1.645,0.1,102,1,9.804,0,139622,128,0.917,2.6,357719,479,1.339,9.8,5797,13,2.243,0.3,3116740,3941363,772642,253559,2811883,,27,N,N,4,0,0,0,724644,2698,3.723,5.8,2891029,3252,1.125,6.9,20113,130,6.463,0.3,1044592,741,0.709,1.6,1000,5,5,0,2004958,173,0.086,0.4,640656,515,0.804,1.1,13376,9,0.673,0,62.5,28.6,6,1.7,0.8,0.3,0.1,0,80.1,15,1.6,1.2,1,0.7,0.4,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,7882,02/08/17 10:30,7883,02/08/17 11:00,30.08,908.47,30.2,N,1955888.9,23813.7,6738.6,869.2,155.1,1024.3,7762.9,223.86,26.34,4.52,30.86,254.72,26274,48.2,22598651,20303,0.898,37.2,1836.3,1560,21,9.6,10135.9,939.7,99.3,100,1,1.99,DB CPU,,,26.3K,,48.2,db file sequential read,User I/O,7047328,10.6K,1.5,19.4,read by other session,User I/O,2693000,4922.8,1.828,9,db file scattered read,User I/O,1266010,2684.8,2.121,4.9,gc buffer busy acquire,Cluster,559027,2620,4.687,4.8,7047328,10597,1.504,19.4,1266010,2685,2.121,4.9,225810,608,2.693,1.1,310,1,3.226,0,26478,45,1.7,0.1,24183,64,2.646,0.1,73,1,13.699,0,158423,227,1.433,4.4,279864,702,2.508,13.6,24248,16,0.66,0.3,3020281,4056316,1002692,278620,2690221,,4,N,N,2,0,0,0,1361770,1396,1.025,2.6,2880731,4406,1.529,8.1,51408,1034,20.114,1.9,971749,715,0.736,1.3,1084,8,7.38,0,3297195,81,0.025,0.1,491647,360,0.732,0.7,13304,14,1.052,0,69.6,22.3,3.7,1.8,1.5,0.9,0.2,0,67.7,21,3.3,2.4,2.2,2,1.5,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,7883,02/08/17 11:00,7884,02/08/17 11:30,30.08,817.78,27.1,N,1466494.8,24891.3,6873.7,934.3,143.9,1078.2,7951.9,380.71,27.1,4.66,31.76,412.47,21972,44.8,17220080,18533,1.076,37.8,1638.6,1987.5,14.8,26.2,12053.7,768.1,98.96,100,1,1.99,DB CPU,,,22K,,44.8,db file sequential read,User I/O,6040597,9991.6,1.654,20.4,db file scattered read,User I/O,1409487,3268.8,2.319,6.7,direct path read,User I/O,1613893,2859.5,1.772,5.8,gc buffer busy acquire,Cluster,350369,1849.4,5.278,3.8,6040597,9992,1.654,20.4,1409487,3269,2.319,6.7,1613893,2860,1.772,5.8,294,12,40.816,0,44609,63,1.412,0.1,40577,145,3.573,0.3,168,8,47.619,0,310562,2059,6.63,27.6,259704,901,3.469,12.1,5686,45,7.914,0.6,2525777,4556206,1272947,253020,2223704,,9,N,N,8,1,125,0,1032901,1062,1.028,2.2,2785985,4446,1.596,9.1,62093,1301,20.952,2.7,924719,628,0.679,1.3,3332,19,5.702,0,2756795,134,0.049,0.3,613690,399,0.65,0.8,12315,15,1.218,0,59.3,29.7,6.6,1.9,1.2,0.9,0.3,0,57.4,26.1,7.9,2.8,1.5,1.5,2.8,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,7884,02/08/17 11:30,7885,02/08/17 12:00,29.85,816.2,27.3,N,1941494,20596.9,5536.7,820.9,150.6,971.5,6508.2,137.68,16.71,3.91,20.62,158.3,24679,50.4,17029767,16979,0.997,34.7,2621.9,1667.4,28.3,9.3,10449.7,1141.5,99.51,100,0,0,DB CPU,,,24.7K,,50.4,db file sequential read,User I/O,7433249,14K,1.89,28.7,gc buffer busy acquire,Cluster,390676,2236.2,5.724,4.6,enq: TX - row lock contention,Applicat,29519,897.5,30.404,1.8,log file sync,Commit,46682,845.8,18.118,1.7,7433249,14034,1.888,28.7,216814,771,3.556,1.6,321860,731,2.271,1.5,233,4,17.167,0,39679,71,1.789,0.1,26845,117,4.358,0.2,117,3,25.641,0,228929,884,3.861,14.8,269843,941,3.487,15.7,,,,,2848162,4214831,1173806,267211,2531886,,75,N,N,3,0,0,0,2337655,1680,0.719,3.4,2277552,4218,1.852,8.6,46682,846,18.123,1.7,1169174,693,0.593,1.4,1045,8,7.656,0,4729101,145,0.031,0.3,529595,380,0.718,0.8,12262,16,1.305,0,51.8,32.2,10.3,3,1.3,1,0.4,0,32.5,35.5,23.1,3.2,1.7,1.6,2.3,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,7885,02/08/17 12:00,7886,02/08/17 12:30,30.04,1265.75,42.1,Y,4646967.2,18415.1,10616.4,779.8,156.5,936.3,11552.7,368.13,26.7,3.51,30.21,398.34,37490,49.4,22240256,27914,1.255,36.8,2092.6,2265.3,27.5,9.7,14528.4,934.5,99.59,100,1,2,DB CPU,,,37.5K,,49.4,db file sequential read,User I/O,9112978,16.5K,1.81,21.7,read by other session,User I/O,1878137,4023.1,2.142,5.3,gc buffer busy acquire,Cluster,513271,3665,7.14,4.8,db file scattered read,User I/O,1260256,3409.2,2.705,4.5,9112978,16452,1.805,21.7,1260256,3409,2.705,4.5,474897,1464,3.083,1.9,262,3,11.45,0,32841,61,1.857,0.1,21544,129,5.988,0.2,114,4,35.088,0,246299,1053,4.275,17.2,282253,806,2.856,13.2,23281,35,1.503,0.6,4101808,2994835,1332021,277345,3762530,,620,N,N,11,2,181.818,0,1617815,2083,1.288,2.7,2781430,6117,2.199,8.1,45202,455,10.066,0.6,930275,755,0.812,1,1227,7,5.705,0,3777164,169,0.045,0.2,510686,362,0.709,0.5,11481,11,0.958,0,52.6,30.9,10.7,3.3,1.5,0.8,0.3,0,43.5,32.7,15.9,2.9,1.9,1.4,1.7,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,7886,02/08/17 12:30,7887,02/08/17 13:00,30.08,1067.76,35.4,N,6381345.2,18653.4,6392,772.6,145.7,918.3,7310.3,164.28,22.25,3.58,25.83,190.11,40471,63.2,19019845,18558,0.976,29,930.1,1405.3,18.8,9.2,11800.6,713.7,99.8,100,1,1.99,DB CPU,,,40.5K,,63.2,db file sequential read,User I/O,8437621,13.4K,1.59,21,db file scattered read,User I/O,919103,2268.7,2.468,3.5,read by other session,User I/O,514155,1286.6,2.502,2,gc buffer busy acquire,Cluster,203115,831.5,4.094,1.3,8437621,13425,1.591,21,919103,2269,2.469,3.5,212902,633,2.973,1,259,6,23.166,0,36100,34,0.942,0.1,22441,79,3.52,0.1,197,6,30.457,0,223553,797,3.565,15.4,262702,746,2.84,14.4,5685,18,3.166,0.3,4433710,2632246,1045811,250419,4131534,,2543,N,N,2,0,0,0,587781,481,0.818,0.8,2171270,2566,1.182,4,32696,419,12.815,0.7,767494,643,0.838,1,794,13,16.373,0,1588031,70,0.044,0.1,489934,322,0.657,0.5,14259,24,1.683,0,62.6,27.8,5.5,1.9,1.3,0.7,0.3,0,38.5,35.6,18,3.3,2,1.2,1.4,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,7887,02/08/17 13:00,7888,02/08/17 13:30,29.92,951.39,31.7,N,6281914.6,21546.8,5641.4,849.2,167.2,1016.4,6657.8,198.59,20.64,4.11,24.75,223.34,40245,70.5,19116408,12624,0.66,22.1,792.2,1889.1,23.7,26.1,9548.7,649.3,99.84,100,1,2.01,DB CPU,,,40.2K,,70.5,db file sequential read,User I/O,7648823,10.3K,1.35,18,db file scattered read,User I/O,436586,1046.7,2.397,1.8,gc buffer busy acquire,Cluster,178149,712.7,4.001,1.2,direct path read,User I/O,182562,454,2.487,0.8,7648823,10296,1.346,18,436586,1047,2.398,1.8,182562,454,2.487,0.8,222,1,4.505,0,35294,51,1.445,0.1,38292,90,2.35,0.2,79,1,12.658,0,207536,522,2.515,10.3,300269,733,2.441,14.4,4207,10,2.377,0.2,4377829,2696968,861985,238944,4087404,,8,N,N,2,0,0,0,300722,203,0.675,0.4,2178063,2279,1.046,4,31395,300,9.556,0.5,720257,734,1.019,1.3,1179,15,12.723,0,1184080,64,0.054,0.1,550278,390,0.709,0.7,87927,47,0.535,0.1,62.6,29.9,4.9,1.2,0.7,0.4,0.1,0,26.7,41,26.4,2.8,1.4,0.8,0.8,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,7888,02/08/17 13:30,7889,02/08/17 14:00,30.12,772.3,25.6,N,2340631.5,22551.4,7721.3,978.9,184.7,1163.6,8884.9,281.54,28.24,4.37,32.61,314.15,27284,58.9,17703436,14682,0.829,31.7,1090,1801.7,31.1,9.8,10198.4,823,99.57,100,1,1.99,DB CPU,,,27.3K,,58.9,db file sequential read,User I/O,8554195,11.1K,1.29,23.9,direct path read,User I/O,483944,1267.9,2.62,2.7,gc buffer busy acquire,Cluster,249123,984.8,3.953,2.1,db file scattered read,User I/O,266131,840,3.156,1.8,8554195,11064,1.293,23.9,266131,840,3.156,1.8,483944,1268,2.62,2.7,327,1,3.058,0,60290,80,1.327,0.2,24112,67,2.779,0.1,114,1,8.772,0,244158,273,1.118,5.1,333752,947,2.837,17.8,4573,15,3.28,0.3,3121409,3974460,1034133,273878,2792471,,4,N,N,1,0,0,0,650173,298,0.458,0.6,2407662,2681,1.114,5.8,30591,305,9.97,0.7,962887,633,0.657,1.4,1285,7,5.447,0,2001918,167,0.083,0.4,585279,496,0.847,1.1,31251,31,0.992,0.1,66.6,25.1,5.3,1.6,0.8,0.4,0.1,0,7.6,44.3,40.5,3.7,2,1,0.8,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,7889,02/08/17 14:00,7890,02/08/17 14:30,29.91,728.71,24.3,N,1921745.9,22145.1,6299.4,888.7,178.2,1066.9,7366.3,270.49,22.61,4.39,27,297.49,23646,54.1,17199394,16187,0.941,37,642.8,2514.9,30.9,10.1,12979.8,691.1,99.34,100,1,2.01,DB CPU,,,23.6K,,54.1,db file sequential read,User I/O,6880469,11.7K,1.7,26.8,db file scattered read,User I/O,814342,2233.1,2.742,5.1,db file parallel read,User I/O,382604,1354.1,3.539,3.1,gc cr block busy,Cluster,86563,700.8,8.096,1.6,6880469,11711,1.702,26.8,814342,2233,2.742,5.1,283660,645,2.274,1.5,314,2,6.369,0,34231,19,0.555,0,27276,51,1.87,0.1,149,3,20.134,0,405001,664,1.64,8.7,319935,1016,3.176,13.4,5602,18,3.213,0.2,2757218,4291144,1147296,256275,2438870,,1,N,N,4,0,0,0,257194,193,0.75,0.4,2441701,2350,0.962,5.4,20617,242,11.738,0.6,778965,573,0.736,1.3,1458,10,6.859,0,1180189,159,0.135,0.4,604171,397,0.657,0.9,13028,10,0.768,0,48.1,35.9,10.6,3.3,1.3,0.6,0.2,0,2.7,40.6,46.6,5.9,2.3,1,0.9,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,7890,02/08/17 14:30,7891,02/08/17 15:00,29.99,730.68,24.3,N,1512139.7,19231.2,5977.4,874.5,178.1,1052.6,7030,172.45,25.93,3.83,29.76,202.21,22568,51.5,19505253,16511,0.846,37.7,879.4,1604.6,26.9,9.2,9352.2,734.5,99.09,100,1,2,DB CPU,,,22.6K,,51.5,db file sequential read,User I/O,7215978,10.5K,1.45,23.9,read by other session,User I/O,1546885,2843,1.838,6.5,db file scattered read,User I/O,975459,2035.4,2.087,4.6,gc buffer busy acquire,Cluster,439123,1248.2,2.842,2.8,7215978,10474,1.452,23.9,975459,2035,2.086,4.6,130125,296,2.275,0.7,447,1,2.237,0,61574,67,1.088,0.2,26683,82,3.073,0.2,101,2,19.802,0,510545,765,1.498,12.4,320574,954,2.976,15.5,5215,18,3.452,0.3,2695266,4324687,997756,278063,2366490,,0,N,N,4,0,0,0,629227,214,0.34,0.5,2982321,3132,1.05,7.1,20970,241,11.493,0.6,889907,560,0.629,1.3,1122,8,7.13,0,1597901,119,0.074,0.3,635443,498,0.784,1.1,13038,10,0.767,0,58.5,32,6.3,1.7,0.8,0.5,0.2,0,1.6,45.9,43.9,4.9,2.2,0.7,0.7,
